x,y,charge
     0.84361454,    -0.41823371,    -1.00000000
     0.20015430,     0.42202092,     1.00000000
     0.57829287,     0.42284235,    -1.00000000
     0.42358171,     0.01062338,     1.00000000
    -0.68204158,     0.61935581,    -1.00000000
    -0.93177262,    -0.80492100,     1.00000000
     0.86214176,     0.06454544,    -1.00000000
    -0.13415713,     0.69503727,     1.00000000
     0.92088390,     0.39819715,    -1.00000000
    -0.35807248,    -0.11999022,     1.00000000
     0.99561239,    -0.95608369,    -1.00000000
    -0.35330750,     0.79505429,     1.00000000
    -0.68222087,     0.88214797,    -1.00000000
     0.91443116,     0.09531974,     1.00000000
     0.29383413,     0.92759043,    -1.00000000
    -0.80587221,    -0.03956135,     1.00000000
    -0.91733031,    -0.60198369,    -1.00000000
     0.45000625,     0.52581200,     1.00000000
    -0.97976523,     0.96986442,    -1.00000000
    -0.85472874,     0.28789201,     1.00000000
    -0.74309003,     0.66866491,    -1.00000000
    -0.52744290,     0.63693830,     1.00000000
     0.00209276,     0.41456531,    -1.00000000
    -0.00120280,     0.26795345,     1.00000000
     0.45411250,     0.66932286,    -1.00000000
    -0.84772397,     0.54041747,     1.00000000
    -0.44652162,    -0.83210356,    -1.00000000
    -0.01376829,     0.51924770,     1.00000000
    -0.92616527,    -0.81134997,    -1.00000000
    -0.06366995,    -0.55436572,     1.00000000
    -1.41099082,    -2.94161134,    -1.00000000
    -3.86852797,    -4.28775791,     1.00000000
    -0.86161677,    -0.32253262,    -1.00000000
     0.41706504,     0.70770429,     1.00000000
    -0.60553273,     0.19801943,    -1.00000000
    -0.80169347,    -0.96944461,     1.00000000
     0.02209771,    -0.69700046,    -1.00000000
     0.52897573,    -0.61058369,     1.00000000
    -0.38300162,    -0.15084725,    -1.00000000
    -0.02470339,    -0.99241918,     1.00000000
     0.74759563,     0.95203646,    -1.00000000
    -0.42846042,    -0.49989382,     1.00000000
    -0.63889385,    -0.69961355,    -1.00000000
     0.02097027,    -0.74197538,     1.00000000
    -0.17321431,    -0.09950419,    -1.00000000
    -0.21948437,     0.56712913,     1.00000000
     0.42630734,     0.01298689,    -1.00000000
     0.76035367,     0.65728530,     1.00000000
     0.42736329,    -0.91762505,    -1.00000000
     0.95066475,     0.43898786,     1.00000000
