x,y,charge
     0.50629338,    -0.52027673,    -1.00000000
    -0.18651036,     0.37561611,     1.00000000
     0.81156289,     0.22091767,    -1.00000000
    -0.70565381,     0.56898143,     1.00000000
    -0.61309677,    -0.13232582,    -1.00000000
    -0.83242204,     0.76455693,     1.00000000
     0.21395158,    -0.39429606,    -1.00000000
     0.86137305,     0.86686793,     1.00000000
     0.78967816,     0.53805467,    -1.00000000
    -0.06770087,     0.06236172,     1.00000000
     0.58403357,    -0.38764393,    -1.00000000
    -0.43185258,     0.18133027,     1.00000000
    -0.09403522,    -0.48476246,    -1.00000000
     0.33719746,    -9.69773813,     1.00000000
    -0.31559912,     0.72003391,    -1.00000000
    -0.07954581,     0.17502323,     1.00000000
     0.89069434,    -0.44487917,    -1.00000000
     0.73905743,    -0.20126429,     1.00000000
    -0.94352147,     0.64138718,    -1.00000000
    -0.41959685,    -0.09779668,     1.00000000
    -0.61040510,     0.17125038,    -1.00000000
     0.55465881,    -0.47656749,     1.00000000
     0.69699839,     0.99742575,    -1.00000000
     0.99260397,    -0.75309848,     1.00000000
     0.41740136,     0.61644657,    -1.00000000
    -0.26566920,     0.12530215,     1.00000000
    -0.67509209,     0.09026490,    -1.00000000
    -0.49415979,     0.91559485,     1.00000000
    -0.73664007,    -0.02882011,    -1.00000000
    -0.57437824,    -0.49383111,     1.00000000
     0.98139725,    -0.81655165,    -1.00000000
    -0.97928828,     0.60868493,     1.00000000
     0.79050006,     0.82100760,    -1.00000000
     0.44098727,     0.04756809,     1.00000000
    -0.49049136,     0.57010237,    -1.00000000
     0.36615588,    -0.84537672,     1.00000000
     0.58140687,     0.36268449,    -1.00000000
    -0.97424233,     0.00274099,     1.00000000
     0.98681972,     0.98050542,    -1.00000000
     0.42418240,     0.45911752,     1.00000000
     0.62722447,   -10.97097367,    -1.00000000
    -0.09098461,     0.37990234,     1.00000000
     0.44165364,    -0.64698873,    -1.00000000
    -0.00302429,    -0.76171931,     1.00000000
    -0.05240941,     0.40197501,    -1.00000000
    -0.84731604,     0.99253880,     1.00000000
     0.94929596,    -0.24242296,    -1.00000000
    -0.66798450,    -0.25565272,     1.00000000
    -0.27713948,    -0.92107211,    -1.00000000
    -0.26631193,     0.82609071,     1.00000000
