x,y,charge
     0.31693201,    -0.47661453,    -1.00000000
     0.11974231,     0.42606468,     1.00000000
     0.87064382,    -0.54237566,    -1.00000000
     0.09654904,     0.02642037,     1.00000000
    -0.70607169,     0.72089693,    -1.00000000
    -0.62614504,    -0.47236283,     1.00000000
     0.98661469,     0.13496509,    -1.00000000
     0.89044324,     0.78434940,     1.00000000
     0.75908591,     0.42496532,    -1.00000000
     0.01818553,    -0.15053828,     1.00000000
     0.48670532,     0.32057787,    -1.00000000
    -0.64451917,     0.79161771,     1.00000000
    -0.72552502,    -0.17647477,    -1.00000000
     0.80622529,     0.08509267,     1.00000000
     0.35217598,     0.95706932,    -1.00000000
    -0.87349136,    -0.09274224,     1.00000000
    -0.72235306,    -0.60146977,    -1.00000000
     0.82797885,    -0.35952026,     1.00000000
    -0.66436571,     0.93377222,    -1.00000000
    -0.78666037,    -0.59839521,     1.00000000
    -0.18751310,     0.42315830,    -1.00000000
     0.31349702,    -0.47081094,     1.00000000
     0.03183836,     0.49755470,    -1.00000000
     0.61102287,     0.31817307,     1.00000000
     0.58395645,     0.86945126,    -1.00000000
    -0.87756939,     0.53544930,     1.00000000
    -0.01692357,    -0.21000545,    -1.00000000
    -0.34736353,     0.61611272,     1.00000000
    -0.58317165,    -0.78674825,    -1.00000000
    -0.16456179,    -0.52314311,     1.00000000
     0.22176189,    -0.36124458,    -1.00000000
    -0.06835367,    -0.37629722,     1.00000000
    -0.89085186,     0.23316072,    -1.00000000
     0.33452153,     0.60540052,     1.00000000
    -0.58119267,     0.18788175,    -1.00000000
    -0.82331430,    -0.96076401,     1.00000000
     0.17815002,    -0.69503450,    -1.00000000
     0.53722972,    -0.57315522,     1.00000000
     0.87317868,     0.76971543,    -1.00000000
    -0.07861212,    -0.97328003,     1.00000000
     0.63611637,     0.94462033,    -1.00000000
    -0.40917690,    -0.49400215,     1.00000000
    -0.29088054,     0.31805960,    -1.00000000
    -0.79136985,    -0.35973403,     1.00000000
    -0.24712143,     0.00987730,    -1.00000000
    -0.46851233,     0.60630411,     1.00000000
     0.48648246,    -0.00164376,    -1.00000000
     0.85328995,     0.28800644,     1.00000000
     0.44011322,    -0.93486804,    -1.00000000
     0.94571201,     0.48491361,     1.00000000
