x,y,charge
     0.31697260,    -0.42381407,    -1.00000000
     0.49525546,     0.64668960,     1.00000000
     0.48401144,    -0.10525722,    -1.00000000
    -0.48002685,    -0.33956212,     1.00000000
    -6.04458763,    -0.88980377,    -1.00000000
    -2.45626621,    -1.61320566,     1.00000000
     0.94109349,     0.87894328,    -1.00000000
    -0.58823276,    -0.00457934,     1.00000000
     0.87071707,     0.61092949,    -1.00000000
    -0.22560309,    -0.99098690,     1.00000000
     0.73562942,    -0.75961219,    -1.00000000
    -0.31090175,    -0.76448666,     1.00000000
     0.55068318,     0.50466110,    -1.00000000
     0.16096924,    -0.27376142,     1.00000000
     0.20878563,     0.46186390,    -1.00000000
    -0.86854663,    -0.51062421,     1.00000000
    -0.43674337,    -0.85936298,    -1.00000000
     0.78469758,    -0.72289417,     1.00000000
    -0.94698331,     0.96180283,    -1.00000000
    -0.79162343,     0.94247283,     1.00000000
    -0.26697230,     0.59208443,    -1.00000000
    -0.95235848,     0.04724031,     1.00000000
     0.19392638,     0.13379066,    -1.00000000
     0.00701872,     0.18501039,     1.00000000
    -0.49982303,    -0.66845892,    -1.00000000
    -0.58236442,     0.60698393,     1.00000000
    -0.86095503,    -0.59846877,    -1.00000000
    -0.15606571,    -0.32524655,     1.00000000
    -0.77204332,     0.40008114,    -1.00000000
    -0.68326811,    -0.65218865,     1.00000000
    -0.16516621,     0.75768830,    -1.00000000
     0.36173189,     0.22552187,     1.00000000
    -0.84544341,     0.06289422,    -1.00000000
     0.50858279,     0.97719164,     1.00000000
    -0.66922490,    -0.13021649,    -1.00000000
    -0.93719418,    -0.92397786,     1.00000000
    -0.13533179,     0.30619739,    -1.00000000
     0.42701547,    -0.77275352,     1.00000000
    -4.17378029,     0.39380330,    -1.00000000
    -0.28754666,     0.43995393,     1.00000000
     0.74424837,     0.17031313,    -1.00000000
    -0.48000830,    -0.48995388,     1.00000000
     0.11528992,     0.68229147,    -1.00000000
    -0.93543592,    -0.24094341,     1.00000000
     0.99994300,     0.01907796,    -1.00000000
    -3.65834132,    -0.74701949,     1.00000000
    -0.36762731,     0.31505425,    -1.00000000
     0.13725815,     0.63665848,     1.00000000
    -0.88791008,    -0.48798809,    -1.00000000
     0.67492813,     0.26623340,     1.00000000
