x,y,charge
     0.21546765,     0.80146856,    -1.00000000
     0.70040210,   -20.43494206,     1.00000000
    -0.27548148,     0.09127664,    -1.00000000
     0.75786566,    -0.54744169,     1.00000000
    -0.12382268,    -0.35991833,    -1.00000000
    -1.18614910,    -0.00521239,     1.00000000
    -0.37144891,    -0.42116441,    -1.00000000
    -0.01286668,    -0.62497794,     1.00000000
    -0.97039291,     0.45227525,    -1.00000000
     0.40332640,    -0.88056013,     1.00000000
     0.88018266,    -0.29099269,    -1.00000000
     0.88342373,    -0.88449902,     1.00000000
     0.28924999,    -0.68401559,    -1.00000000
    -0.65242031,    -0.24511954,     1.00000000
    -0.90913957,    -0.76312575,    -1.00000000
    -0.01252265,    -0.33774150,     1.00000000
    -0.78206111,    -0.23323531,    -1.00000000
    -0.10885210,    -0.02903482,     1.00000000
    -0.85376978,     0.86637949,    -1.00000000
     0.90590382,     0.17401676,     1.00000000
     0.51076661,     0.75192515,    -1.00000000
    -0.71032513,    -0.08353853,     1.00000000
    -0.68866388,     0.28717254,    -1.00000000
     0.70485833,     0.74581428,     1.00000000
     0.57952455,   -17.69610311,    -1.00000000
     0.66007527,    -0.46659077,     1.00000000
    -0.54571481,    -0.07791989,    -1.00000000
     0.06047970,     0.82325264,     1.00000000
    -0.73146755,     0.01755420,    -1.00000000
    -0.23500952,    -0.69632622,     1.00000000
     0.76863600,    -0.73454373,    -1.00000000
     0.59196585,    -0.32997068,     1.00000000
     0.66477733,    -0.37084117,    -1.00000000
    -0.57851912,    -0.22295690,     1.00000000
     0.77445737,     0.79928625,    -1.00000000
     0.34978360,    -0.23325283,     1.00000000
     0.49963658,     0.66468882,    -1.00000000
    -0.60236612,    -0.89857242,     1.00000000
     0.94385462,     0.10900605,    -1.00000000
    -0.79785514,    -0.60510927,     1.00000000
    -0.59562286,    -0.44134461,    -1.00000000
     0.09588280,     0.38112035,     1.00000000
     0.40966137,    -0.91915342,    -1.00000000
    -0.32180302,     0.43197427,     1.00000000
    -0.14789766,     0.80427536,    -1.00000000
    -0.16307099,     0.29753251,     1.00000000
    -0.57419559,    -0.89913882,    -1.00000000
    -0.85589936,     0.84528278,     1.00000000
     0.16855638,     0.15295358,    -1.00000000
     0.03242074,     0.92026796,     1.00000000
