x,y,charge
     0.66086825,     0.17477783,    -1.00000000
     0.61117862,     0.28675888,     1.00000000
    -0.74839053,    -0.33614508,    -1.00000000
    -0.04234693,     0.43610956,     1.00000000
    -0.91151459,     0.22396638,    -1.00000000
     0.34962960,     0.36716002,     1.00000000
    -0.25679757,    -0.44553087,    -1.00000000
    -0.21451764,     0.80963278,     1.00000000
    -0.97718810,     0.74229079,    -1.00000000
    -0.79556543,    -0.79938523,     1.00000000
     0.39288248,     0.59491637,    -1.00000000
     0.63155622,    -0.08665272,     1.00000000
    -0.10131259,     0.91582952,    -1.00000000
    -0.36437760,    -0.76911258,     1.00000000
    -0.20209522,    -0.99666439,    -1.00000000
    -0.14900250,    -0.62379403,     1.00000000
    -0.46545420,     0.97133156,    -1.00000000
    -0.55144282,     0.33009215,     1.00000000
     0.65193752,     0.37440973,    -1.00000000
    -0.87503839,    -0.21203258,     1.00000000
    -0.60517369,     0.18301623,    -1.00000000
    -0.96480266,    -0.17033979,     1.00000000
    -0.99345676,    -0.03060541,    -1.00000000
    -0.72210760,    -0.29160802,     1.00000000
     0.78790933,    -0.01663226,    -1.00000000
     0.22443796,    -1.77925305,     1.00000000
     0.43787174,    -0.03676862,    -1.00000000
     0.10930067,    -0.06247088,     1.00000000
    -0.74426320,    -0.66559001,    -1.00000000
    -0.99415573,    -0.60923706,     1.00000000
     0.14555303,     0.88802815,    -1.00000000
    -0.71425312,     0.28791524,     1.00000000
     0.25192646,     0.27940637,    -1.00000000
     0.97491403,    -0.91810719,     1.00000000
    -0.39781142,    -0.70838939,    -1.00000000
     0.18465982,    -0.61563437,     1.00000000
    -0.19946651,    -0.12414040,    -1.00000000
     0.65949382,     0.13522137,     1.00000000
     0.50686095,    -0.34490996,    -1.00000000
     0.14774190,     0.71091256,     1.00000000
     0.05869779,     0.22461002,    -1.00000000
    -0.30234673,    -0.27493164,     1.00000000
     0.84088437,     0.90476848,    -1.00000000
    -0.59377904,     0.34780277,     1.00000000
    -0.25599055,     0.63593803,    -1.00000000
    -0.66724854,    -0.63973645,     1.00000000
    -0.19404930,     0.44136302,    -1.00000000
    -0.18074847,    -0.99013589,     1.00000000
    -0.37646849,     0.05632006,    -1.00000000
    -0.09787892,     0.49070529,     1.00000000
