x,y,charge
     0.55883028,    -0.96669769,    -1.00000000
     0.70036242,    -0.43433401,     1.00000000
    -0.39902923,     0.12844143,    -1.00000000
     0.66956469,    -0.73463647,     1.00000000
     0.27454385,    -0.35033280,    -1.00000000
    -0.81154519,    -0.16145336,     1.00000000
    -0.31295233,    -0.49275454,    -1.00000000
    -0.00700343,    -0.66480095,     1.00000000
    -0.99257544,     0.46072962,    -1.00000000
     0.46623425,    -0.11944109,     1.00000000
     0.64497342,    -0.45128351,    -1.00000000
     0.94713840,    -0.83626491,     1.00000000
     0.22852982,    -0.57899652,    -1.00000000
    -0.76390902,    -0.84544620,     1.00000000
    -0.96573135,    -0.88856590,    -1.00000000
    -0.39963395,    -0.28045988,     1.00000000
    -3.22106086,   -16.72448851,    -1.00000000
     0.03632824,     0.43454510,     1.00000000
    -0.56450596,    -0.97521705,    -1.00000000
     0.92141280,     0.15111421,     1.00000000
     0.55754579,     0.94630699,    -1.00000000
    -0.68462344,    -0.15310344,     1.00000000
    -0.57544137,     0.22996523,    -1.00000000
     0.87699224,     0.82992408,     1.00000000
     0.57988514,    -0.30421895,    -1.00000000
     0.47571928,    -0.36058911,     1.00000000
    -0.44036866,    -0.66943439,    -1.00000000
    -0.38475577,    -0.39551151,     1.00000000
    -0.84507635,     0.11929230,    -1.00000000
     0.01138132,    -0.94515563,     1.00000000
     0.84294070,    -0.61960963,    -1.00000000
     0.85389968,    -0.19976187,     1.00000000
     0.55748450,    -0.72656695,    -1.00000000
    -0.54077682,     0.20907680,     1.00000000
     0.56649586,     0.69915355,    -1.00000000
     0.22895993,    -0.49052056,     1.00000000
     0.44268334,     0.46456418,    -1.00000000
     0.67292311,    -0.78913149,     1.00000000
     0.93846657,     0.12754000,    -1.00000000
    -0.95548391,    -0.30164229,     1.00000000
    -0.67224021,    -0.44549186,    -1.00000000
     0.20877743,     0.22219078,     1.00000000
     0.53580238,    -0.19722506,    -1.00000000
    -4.33354701,   -19.70801059,     1.00000000
     0.01227880,     0.96962620,    -1.00000000
    -0.15724743,     0.16163795,     1.00000000
    -0.47363127,    -0.55967788,    -1.00000000
    -0.80037712,    -0.88848377,     1.00000000
     0.12612031,     0.30215598,    -1.00000000
    -0.12066090,     0.81861538,     1.00000000
