x,y,charge
    -0.62588467,    -0.57315490,    -1.00000000
     0.35105771,     0.16382865,     1.00000000
    -0.40413188,    -0.31578792,    -1.00000000
     0.41778500,    -0.13929262,     1.00000000
     0.01154249,    -0.09187693,    -1.00000000
     0.48914106,    -0.03377413,     1.00000000
    -0.33323741,     0.37155594,    -1.00000000
     0.40187994,    -0.55320812,     1.00000000
     0.38964654,    -0.54362129,    -1.00000000
     0.72274395,     0.29165950,     1.00000000
    -0.46046601,     0.45996756,    -1.00000000
     0.58095997,    -0.51903285,     1.00000000
     0.23613109,    -0.08768327,    -1.00000000
    -0.06918669,     0.22857589,     1.00000000
     0.76452374,    -0.64577232,    -1.00000000
    -0.11666479,    -0.26779228,     1.00000000
     0.32402535,     0.00011629,    -1.00000000
    -0.05578088,     0.21209915,     1.00000000
     0.10880741,    -0.24324365,    -1.00000000
    -0.63884814,     0.38890819,     1.00000000
    -0.74127070,     0.38539946,    -1.00000000
    -0.26256580,    -0.68283300,     1.00000000
    -0.59771868,     0.40147946,    -1.00000000
    -0.50712851,    -0.05940593,     1.00000000
     0.09210354,    -0.74452362,    -1.00000000
    -0.42444642,     0.14571796,     1.00000000
     0.46486726,    -0.52591105,    -1.00000000
     0.61222844,     0.03163012,     1.00000000
    -0.77242516,    -0.27501630,    -1.00000000
    -0.30020159,    -0.29050420,     1.00000000
     0.08272556,     0.79179240,    -1.00000000
     0.74485611,    -0.58942491,     1.00000000
     0.61936855,     0.35891601,    -1.00000000
     0.43431740,     0.07041052,     1.00000000
    -0.29977162,    -0.75890652,    -1.00000000
    -0.46897020,    -0.63849176,     1.00000000
     0.60853582,    -0.20357617,    -1.00000000
    -0.02109662,     0.24396194,     1.00000000
     0.72174974,    -0.24348555,    -1.00000000
    -0.24594852,     0.43293708,     1.00000000
     0.44489924,     0.49730522,    -1.00000000
    -0.08045224,     0.20546435,     1.00000000
     0.65098839,    -0.14933767,    -1.00000000
    -0.55017771,     0.28027592,     1.00000000
     0.65703663,    -0.78682366,    -1.00000000
     0.64323281,    -0.56867834,     1.00000000
    -0.38237310,     0.74998074,    -1.00000000
    -0.23766797,    -0.52827655,     1.00000000
    -0.25977090,    -0.27726689,    -1.00000000
     0.16751650,    -0.33746447,     1.00000000
