x,y,charge
    -0.38679293,     0.68338678,    -1.00000000
    -0.01041848,     0.62252147,     1.00000000
    -0.22103888,     0.51241570,    -1.00000000
    -0.47195558,     0.54446269,     1.00000000
    -0.04994111,    -0.68407609,    -1.00000000
     0.35942074,     0.07808958,     1.00000000
     0.35265762,   -28.77149464,    -1.00000000
     0.97469986,    -0.36752532,     1.00000000
    -0.20270535,    -0.99382999,    -1.00000000
    -0.53877730,    -0.70931377,     1.00000000
     0.05614498,     0.60026190,    -1.00000000
     0.78720307,    -0.30723468,     1.00000000
    -0.61282751,     0.46998577,    -1.00000000
    -0.86497474,     0.16214180,     1.00000000
     0.16724735,    -0.09276291,    -1.00000000
    -0.35052903,    -0.43963393,     1.00000000
     0.40688291,     0.44545287,    -1.00000000
     0.08750161,    -0.91791515,     1.00000000
     0.99054889,     0.99308666,    -1.00000000
    -0.34259916,     0.80840551,     1.00000000
     0.91488474,     0.25090967,    -1.00000000
     0.33582892,     0.87339361,     1.00000000
     0.10883804,    -0.36305823,    -1.00000000
    -3.44966226,   -13.24418053,     1.00000000
     0.16847969,     0.94492117,    -1.00000000
    -0.67103914,   -28.95502119,     1.00000000
     0.17112445,    -0.43479920,    -1.00000000
     0.64840724,     0.25204883,     1.00000000
     0.83252155,    -0.02177872,    -1.00000000
     0.07766142,    -0.88620171,     1.00000000
    -1.17085913,    -0.94184235,    -1.00000000
    -0.86118278,     0.86833985,     1.00000000
     0.84686306,    -0.65243621,    -1.00000000
    -0.59535953,     0.33276143,     1.00000000
    -0.97975499,    -0.27432451,    -1.00000000
    -0.97707988,    -0.82084477,     1.00000000
    -0.92638007,     0.02842024,    -1.00000000
    -0.40627611,     0.05855641,     1.00000000
     0.53095850,     0.14019740,    -1.00000000
     0.74336068,    -0.59643145,     1.00000000
    -0.58106949,    -0.98297960,    -1.00000000
     0.40124184,     0.41759100,     1.00000000
     0.33729170,     0.08463566,    -1.00000000
     0.72790917,    -0.07686352,     1.00000000
    -0.46558484,    -0.30048213,    -1.00000000
     0.90795162,    -0.39594372,     1.00000000
     0.99432465,     0.63800721,    -1.00000000
    -1.43689157,   -10.65396207,     1.00000000
    -0.20484438,    -0.13345856,    -1.00000000
    -0.58840318,     0.92789251,     1.00000000
