x,y,charge
     0.52983998,     0.24942863,    -1.00000000
     0.64811037,     0.39500786,     1.00000000
    -0.36403244,     0.22448237,    -1.00000000
    -0.05901942,     0.43066954,     1.00000000
     0.00621393,     0.47485581,    -1.00000000
     0.43970275,     0.26311685,     1.00000000
    -0.70581836,     0.05233025,    -1.00000000
     0.59670874,    -0.08060128,     1.00000000
     0.99412787,     0.11291847,    -1.00000000
     0.90587981,     0.01220009,     1.00000000
     0.36014243,     0.60815962,    -1.00000000
     0.23569602,    -0.65336004,     1.00000000
    -0.12024910,     0.98421634,    -1.00000000
    -0.38793930,    -0.75593864,     1.00000000
     0.04849796,    -0.74528584,    -1.00000000
     0.05681385,     0.02169148,     1.00000000
    -0.46231501,     0.99345647,    -1.00000000
     0.51265463,     0.59937077,     1.00000000
    -0.29225087,     0.21113505,    -1.00000000
     0.21088062,    -0.46217655,     1.00000000
    -0.59726943,     0.39381866,    -1.00000000
    -0.76702156,    -0.13931438,     1.00000000
    -0.96840577,    -0.08037914,    -1.00000000
    -0.62972601,    -0.35504954,     1.00000000
     0.12516001,    -0.42047677,    -1.00000000
    -0.00849056,    -0.36400965,     1.00000000
     0.23768736,    -0.82730585,    -1.00000000
     0.48901386,     0.83613091,     1.00000000
    -0.92609659,     0.57687537,    -1.00000000
    -0.99657466,    -0.62213894,     1.00000000
     0.15295692,     0.97268108,    -1.00000000
     0.69776409,    -0.96528200,     1.00000000
     0.29462381,     0.24562828,    -1.00000000
     0.95387073,    -0.92371791,     1.00000000
    -0.04042837,    -0.51692916,    -1.00000000
    -0.12337599,    -0.86769094,     1.00000000
    -0.22859635,    -0.00242538,    -1.00000000
     0.86373214,     0.05643809,     1.00000000
     0.26690216,    -0.24201908,    -1.00000000
     0.10568988,     0.77917573,     1.00000000
     0.17791152,    -0.13677532,    -1.00000000
    -0.31910624,     0.24049780,     1.00000000
     0.85200148,     0.92926442,    -1.00000000
    -0.67809654,     0.01193499,     1.00000000
    -1.50374650,     0.43583566,    -1.00000000
    -0.64612318,    -0.66098442,     1.00000000
    -0.55776833,     0.64676466,    -1.00000000
     0.33863735,    -0.53905799,     1.00000000
     0.57586869,    -0.05923809,    -1.00000000
     0.93922133,     0.41807073,     1.00000000
