x,y,charge
     0.63030620,     0.81347872,    -1.00000000
     0.27157301,     0.81499580,     1.00000000
    -0.82611077,     0.12767152,    -1.00000000
     0.97029960,    -0.11546712,     1.00000000
    -0.62297056,    -0.63985016,    -1.00000000
    -0.61420744,     0.13404946,     1.00000000
     0.37644870,    -0.78551205,    -1.00000000
     0.01458849,    -0.52699547,     1.00000000
     0.15547994,    -0.92139922,    -1.00000000
    -0.50381856,    -0.93815904,     1.00000000
    -0.02616444,     0.63318814,    -1.00000000
     0.68662485,    -0.08054478,     1.00000000
    -0.36864044,     0.72713184,    -1.00000000
    -0.91513051,     0.27715740,     1.00000000
     0.24387680,    -0.51787179,    -1.00000000
    -0.87337299,    -0.38136327,     1.00000000
    -0.43607655,     0.99794992,    -1.00000000
    -0.22740422,     0.00934482,     1.00000000
     0.58405225,     0.40769941,    -1.00000000
    -0.67784495,     0.61647786,     1.00000000
    -0.64976256,     0.39993263,    -1.00000000
    -0.41339832,     0.27437686,     1.00000000
    -0.93924849,    -0.08863040,    -1.00000000
     0.02242906,     0.97453767,     1.00000000
     0.71501468,     0.00130413,    -1.00000000
    -0.58716661,    -4.91831649,     1.00000000
     0.10713578,    -0.01012456,    -1.00000000
    -0.33589043,    -0.18477676,     1.00000000
     0.88508101,    -0.73092976,    -1.00000000
    -0.81341120,    -0.86041987,     1.00000000
     0.16963158,     0.26914040,    -1.00000000
    -0.50484581,    -0.17388438,     1.00000000
     0.61740981,    -0.57585343,    -1.00000000
     0.91759159,    -0.85006570,     1.00000000
    -0.30397328,    -0.73214374,    -1.00000000
    -0.58840345,    -0.61096474,     1.00000000
    -0.56260903,    -0.18297433,    -1.00000000
     0.78372887,     0.80337640,     1.00000000
     0.67574730,    -3.47286834,    -1.00000000
     0.45610246,     0.47623137,     1.00000000
    -0.71926155,    -0.85919842,    -1.00000000
     0.91061393,    -0.48081030,     1.00000000
     0.68154898,    -0.19181848,    -1.00000000
     0.38864623,    -0.86997711,     1.00000000
    -0.67030457,     0.14025950,    -1.00000000
    -0.98719013,    -0.66913778,     1.00000000
     0.97987943,     0.09352230,    -1.00000000
     0.38489193,     0.38702958,     1.00000000
    -0.25352550,     0.17192182,    -1.00000000
    -0.21505107,     0.82131069,     1.00000000
