x,y,charge
     0.23501304,    -0.27775961,    -1.00000000
     0.57563938,     0.39794117,     1.00000000
     0.70069270,    -0.46863487,    -1.00000000
   -14.07225315,    -5.75432665,     1.00000000
     0.10719651,    -0.79173524,    -1.00000000
     0.04958238,    -0.95703678,     1.00000000
     0.94614420,     0.97645863,    -1.00000000
    -0.42854317,     0.00023934,     1.00000000
     0.81734755,     0.57129667,    -1.00000000
    -0.15282527,    -0.95795155,     1.00000000
     0.92358490,    -0.89193421,    -1.00000000
    -0.39886839,    -0.81222029,     1.00000000
     0.51841299,     0.90874530,    -1.00000000
     0.22603178,    -0.59155892,     1.00000000
    -0.06483765,     0.36040629,    -1.00000000
    -0.61814058,     0.21296921,     1.00000000
    -0.47489573,    -0.81288900,    -1.00000000
     0.68209809,    -0.93248067,     1.00000000
    -0.81353330,     0.94527214,    -1.00000000
    -0.92364811,     0.95721983,     1.00000000
     0.15676777,     0.67172573,    -1.00000000
    -0.89704859,     0.07518438,     1.00000000
     0.85078259,     0.07958415,    -1.00000000
     0.39308136,     0.63209086,     1.00000000
    -0.47763915,    -0.36744459,    -1.00000000
    -0.54884457,     0.57550851,     1.00000000
    -0.97754590,     0.37061780,    -1.00000000
    -0.11230556,    -0.28531283,     1.00000000
    -0.72193418,     0.40733386,    -1.00000000
   -15.11018100,    -7.00746179,     1.00000000
    -0.16297365,     0.80568231,    -1.00000000
     0.91376369,    -0.46773529,     1.00000000
    -0.84995022,     0.04501749,    -1.00000000
     0.49105602,     0.80832864,     1.00000000
     0.29391438,     0.14819315,    -1.00000000
    -0.96310648,    -0.94385498,     1.00000000
    -0.21264687,    -0.05580193,    -1.00000000
     0.52537856,    -0.68260238,     1.00000000
     0.98761967,     0.37499001,    -1.00000000
    -0.93205353,    -0.63782990,     1.00000000
    -0.13315002,     0.66989445,    -1.00000000
     0.01028793,    -0.93391725,     1.00000000
    -0.69747911,    -0.03780773,    -1.00000000
    -0.52456236,    -0.48100592,     1.00000000
     0.90937112,     0.76766139,    -1.00000000
     0.22344821,    -0.67532575,     1.00000000
    -0.26307808,     0.43701289,    -1.00000000
    -0.02981356,     0.92641088,     1.00000000
    -0.19087007,    -0.77894087,    -1.00000000
    -0.04999061,     0.51168950,     1.00000000
